minute,second,duration,play_pattern,position,shot_technique,shot_body_part,shot_type,shot_first_time,shot_open_goal,shot_one_on_one,shot_aerial_won,under_pressure,start_x,start_y,end_x,end_y,shot_outcome,shot_key_pass
82,8,1.433858,2,22.0,93.0,38.0,87.0,0,0,1,0,0,112.9,28.4,120.0,52.9,0.0,1
83,56,0.482235,5,13.0,93.0,40.0,88.0,0,0,0,0,0,108.0,40.0,119.2,42.6,0.0,0
83,59,0.34013,5,13.0,91.0,38.0,87.0,1,1,0,0,0,119.1,42.6,120.0,42.6,1.0,0
86,58,0.871704,2,22.0,93.0,37.0,87.0,0,0,0,0,0,116.3,38.6,120.0,35.3,0.0,1
89,27,0.74903,1,22.0,93.0,40.0,87.0,1,0,0,0,0,103.6,35.3,115.2,40.1,0.0,1
91,46,1.518431,1,24.0,93.0,40.0,87.0,0,0,0,0,0,98.0,18.9,109.1,35.6,0.0,1
91,48,1.444769,1,6.0,89.0,40.0,87.0,0,0,0,0,0,107.9,36.3,120.0,35.0,0.0,0
0,18,0.26197,9,22.0,93.0,40.0,87.0,1,0,0,0,1,110.5,46.2,115.2,43.5,0.0,1
1,26,0.164483,6,24.0,93.0,40.0,87.0,0,0,0,0,1,104.7,29.5,105.4,30.1,0.0,1
8,23,0.988323,1,22.0,93.0,37.0,87.0,0,0,1,1,1,112.8,34.1,120.0,76.7,0.0,1
9,41,0.466129,1,11.0,95.0,40.0,87.0,1,0,0,0,0,110.8,39.5,120.0,43.8,0.0,1
11,43,0.829149,3,24.0,93.0,37.0,87.0,0,0,0,1,1,108.8,38.4,120.0,35.0,0.0,1
16,23,0.526032,6,24.0,93.0,38.0,87.0,0,0,0,0,1,107.8,27.3,114.1,38.5,0.0,1
17,55,0.961356,1,22.0,93.0,37.0,87.0,0,0,1,0,0,106.0,38.9,118.9,36.6,0.0,1
18,45,0.033974,2,13.0,93.0,40.0,87.0,1,0,0,0,0,117.1,44.0,117.9,43.5,0.0,0
21,9,0.542385,3,24.0,93.0,40.0,87.0,1,0,0,0,0,113.4,40.7,120.0,40.6,1.0,1
28,56,0.643344,1,22.0,93.0,40.0,87.0,1,0,0,0,0,111.8,54.6,117.4,44.1,0.0,1
29,44,0.933202,1,11.0,93.0,38.0,87.0,0,0,0,0,0,98.7,44.4,118.0,41.9,0.0,1
33,3,0.10898,2,24.0,93.0,37.0,87.0,0,0,0,0,0,114.9,33.2,115.9,34.3,0.0,1
38,20,0.549089,7,19.0,91.0,40.0,87.0,0,0,0,0,1,93.9,44.9,120.0,36.7,1.0,0
53,0,0.582873,1,24.0,95.0,40.0,87.0,1,0,0,0,0,111.8,46.3,119.6,43.6,0.0,0
53,43,0.10909,2,24.0,91.0,38.0,87.0,1,0,0,0,0,115.0,44.1,115.9,43.0,0.0,0
53,44,0.00281,2,24.0,91.0,38.0,87.0,1,0,0,0,0,114.0,42.5,115.4,41.7,0.0,0
59,27,0.595077,1,22.0,93.0,40.0,87.0,0,0,0,0,1,108.8,29.2,120.0,37.0,1.0,0
63,9,0.311482,6,11.0,93.0,40.0,87.0,0,0,1,0,0,118.3,47.6,118.7,46.6,0.0,1
65,32,0.154878,1,11.0,91.0,38.0,87.0,0,0,0,0,0,94.0,48.6,99.3,47.6,0.0,0
65,34,0.140925,6,16.0,91.0,38.0,87.0,1,0,0,0,0,98.5,25.9,102.5,27.9,0.0,0
67,45,1.616568,2,5.0,90.0,37.0,87.0,0,0,1,0,0,111.6,40.1,120.0,43.5,1.0,1
69,40,0.416296,5,22.0,93.0,40.0,88.0,0,0,1,0,0,108.0,40.1,119.7,38.5,0.0,0
73,8,1.372055,1,24.0,93.0,40.0,87.0,0,0,0,0,0,87.3,34.8,120.0,36.5,1.0,1
75,23,0.063381,2,2.0,93.0,37.0,87.0,0,0,0,0,0,111.5,44.5,112.6,43.6,0.0,1
75,46,0.55844,2,16.0,93.0,38.0,87.0,1,0,0,0,1,109.7,38.7,120.0,42.8,1.0,1
78,26,0.560174,1,11.0,93.0,40.0,87.0,1,0,0,0,0,109.0,30.1,118.1,38.0,0.0,1
82,14,0.633025,2,5.0,93.0,37.0,87.0,0,0,0,1,1,113.7,37.0,120.0,38.0,0.0,1
85,15,1.788241,6,24.0,93.0,38.0,87.0,0,0,0,0,1,103.2,42.4,120.0,27.8,0.0,1
1,15,0.869231,3,5.0,95.0,38.0,87.0,1,0,0,0,0,110.2,42.4,120.0,42.3,1.0,1
11,56,0.114618,2,6.0,91.0,38.0,87.0,1,0,0,0,0,95.1,32.4,97.2,33.0,0.0,0
15,44,0.830599,3,9.0,93.0,37.0,87.0,0,0,0,1,1,111.4,48.5,118.7,42.3,0.0,1
18,45,0.116156,1,11.0,93.0,38.0,87.0,0,0,0,0,0,94.4,23.9,95.3,24.4,0.0,1
24,38,0.602868,4,11.0,93.0,40.0,87.0,1,0,0,0,0,103.2,42.6,115.5,40.9,0.0,1
25,40,0.656248,1,11.0,93.0,38.0,87.0,1,0,0,0,0,101.5,41.5,117.7,38.9,0.0,1
29,47,0.306819,2,5.0,95.0,40.0,87.0,0,0,0,0,0,111.6,39.7,114.4,38.9,0.0,0
37,3,0.218342,1,22.0,93.0,38.0,87.0,0,0,0,0,0,109.2,28.7,109.9,29.5,0.0,1
43,48,2.478478,2,24.0,91.0,40.0,87.0,1,0,0,0,0,110.3,34.9,120.0,33.7,0.0,1
45,28,0.978154,9,12.0,93.0,40.0,87.0,1,0,0,0,0,104.9,49.8,117.9,41.5,0.0,1
46,8,0.768944,2,5.0,93.0,40.0,87.0,1,0,0,0,0,103.6,52.0,118.3,43.8,0.0,1
46,41,0.254532,2,24.0,91.0,38.0,87.0,1,0,0,0,0,118.7,48.9,119.2,46.9,0.0,1
46,48,0.52793,2,3.0,93.0,37.0,87.0,0,0,0,1,1,116.7,34.1,118.6,47.3,0.0,1
47,14,0.926926,2,12.0,93.0,37.0,87.0,0,0,0,1,1,113.4,39.5,120.0,32.4,0.0,1
49,4,0.713603,1,2.0,93.0,38.0,87.0,0,0,0,0,0,105.7,48.9,117.6,41.4,0.0,1
49,16,0.567387,1,11.0,91.0,38.0,87.0,1,0,0,0,0,108.2,41.1,115.8,41.2,0.0,1
56,44,0.368152,3,11.0,93.0,38.0,87.0,1,0,0,0,0,105.1,33.7,112.3,36.0,0.0,1
58,19,0.211399,1,24.0,93.0,40.0,87.0,1,0,0,0,0,110.6,34.5,111.6,34.9,0.0,1
70,50,0.665148,1,24.0,93.0,40.0,87.0,0,0,0,0,0,111.7,56.0,118.8,45.4,0.0,1
71,28,2.786708,2,24.0,91.0,40.0,87.0,1,0,0,0,1,102.6,53.4,120.0,31.3,0.0,1
12,14,1.691606,6,23.0,93.0,40.0,87.0,0,0,0,0,0,82.8,37.9,120.0,32.7,0.0,1
22,21,1.542714,1,19.0,93.0,40.0,87.0,0,0,0,0,1,92.0,49.5,120.0,50.8,0.0,1
23,48,0.149059,4,23.0,91.0,40.0,87.0,1,0,0,0,0,116.3,53.1,116.9,50.9,0.0,0
24,21,1.670538,2,2.0,93.0,37.0,87.0,0,0,0,1,1,110.7,34.0,118.9,33.7,0.0,1
26,38,0.272133,1,16.0,93.0,40.0,87.0,0,0,1,0,0,111.3,30.2,114.3,34.4,0.0,0
29,48,0.171031,1,15.0,93.0,38.0,87.0,0,0,1,0,0,108.4,43.9,112.9,41.5,0.0,1
30,3,0.809621,1,23.0,93.0,40.0,87.0,0,0,0,0,1,103.6,31.3,120.0,43.3,1.0,0
43,22,0.205435,3,15.0,93.0,40.0,87.0,0,0,0,0,0,97.2,35.2,98.9,35.6,0.0,0
45,31,0.966531,2,3.0,93.0,37.0,87.0,0,0,0,0,0,115.3,33.6,120.0,34.9,0.0,1
46,44,0.961858,3,5.0,93.0,37.0,87.0,0,0,0,0,0,113.2,46.9,120.0,45.7,0.0,1
53,55,1.41318,1,23.0,93.0,40.0,87.0,0,0,1,0,1,111.3,55.9,120.0,29.8,0.0,1
58,30,0.265446,4,23.0,93.0,40.0,87.0,0,0,0,0,1,111.4,34.9,117.3,37.7,0.0,1
58,32,1.03773,4,23.0,93.0,40.0,87.0,0,0,0,0,0,113.1,36.4,120.0,38.9,1.0,0
64,37,1.3351,1,12.0,93.0,40.0,87.0,0,0,1,0,1,111.9,51.5,120.0,34.6,0.0,1
69,55,0.924134,7,21.0,93.0,40.0,87.0,1,0,0,0,0,102.2,27.6,115.6,39.5,0.0,1
70,42,0.597286,2,15.0,93.0,38.0,87.0,1,0,0,0,0,95.9,38.8,106.6,39.2,0.0,0
72,37,1.071096,3,23.0,93.0,37.0,87.0,0,0,0,0,0,105.2,39.3,120.0,44.0,0.0,1
80,1,0.810301,2,16.0,93.0,38.0,87.0,1,0,0,0,0,100.6,31.1,120.0,41.7,0.0,0
82,1,0.965078,1,12.0,93.0,38.0,87.0,0,0,0,0,0,100.2,27.7,120.0,45.1,0.0,0
2,5,0.65783,1,16.0,93.0,40.0,87.0,1,0,0,0,0,109.0,31.7,120.0,37.3,1.0,1
4,41,0.555879,1,13.0,93.0,38.0,87.0,0,0,0,0,0,100.4,32.7,110.5,35.6,0.0,1
9,28,0.46551,4,16.0,95.0,38.0,87.0,1,0,0,0,0,115.6,38.7,120.0,42.6,1.0,1
11,51,1.187894,2,3.0,93.0,37.0,87.0,0,0,0,0,0,105.7,36.3,119.4,31.0,0.0,1
15,4,0.751739,4,12.0,93.0,40.0,87.0,1,0,0,0,0,107.9,50.5,118.9,41.3,0.0,1
16,57,0.40803,1,15.0,93.0,40.0,87.0,0,0,0,0,0,107.9,28.8,120.0,37.5,1.0,1
26,45,1.952294,3,24.0,93.0,37.0,87.0,0,0,0,1,1,105.7,43.0,120.0,39.9,0.0,1
29,18,0.911892,4,22.0,93.0,40.0,87.0,1,0,0,0,0,103.0,30.5,119.9,36.8,0.0,1
35,12,0.640886,2,15.0,93.0,40.0,87.0,0,0,0,0,0,94.7,35.7,111.0,39.9,0.0,1
37,30,0.965202,2,16.0,93.0,38.0,87.0,1,0,0,0,0,107.5,58.1,120.0,39.5,0.0,1
41,10,0.549308,2,22.0,93.0,37.0,87.0,0,0,0,0,0,114.8,47.6,120.0,45.2,0.0,1
46,6,0.34932,4,6.0,95.0,38.0,87.0,0,0,0,0,0,108.9,26.7,109.4,37.6,0.0,0
47,15,0.433569,1,24.0,93.0,40.0,87.0,1,0,0,0,0,114.2,51.9,118.8,43.1,0.0,1
52,6,1.141351,4,22.0,93.0,38.0,87.0,1,0,0,0,0,111.6,31.1,118.8,37.0,0.0,1
60,49,0.207825,3,16.0,93.0,40.0,87.0,0,0,0,0,0,88.1,52.3,89.2,52.1,0.0,0
63,5,1.332165,4,15.0,93.0,40.0,87.0,0,0,0,0,0,90.5,30.2,120.0,32.2,0.0,1
64,50,0.174157,1,24.0,93.0,40.0,87.0,0,0,0,0,0,101.8,30.4,105.1,31.5,0.0,1
68,8,0.389087,4,16.0,93.0,38.0,87.0,1,0,0,0,0,97.7,48.9,103.7,47.2,0.0,0
70,3,1.080824,1,22.0,93.0,40.0,87.0,0,0,0,0,0,104.2,21.7,118.7,39.2,0.0,1
71,45,0.835392,4,15.0,93.0,38.0,87.0,1,0,0,0,0,98.6,41.6,117.6,42.7,0.0,1
72,27,0.039044,2,12.0,93.0,38.0,87.0,1,0,0,0,0,108.6,31.1,110.3,31.9,0.0,0
72,28,0.499853,2,12.0,93.0,40.0,87.0,1,0,0,0,0,105.8,31.0,114.9,37.0,0.0,0
77,36,0.57143,4,13.0,93.0,40.0,87.0,1,1,0,0,0,118.6,41.2,120.0,41.2,1.0,1
81,39,0.41202,1,22.0,93.0,38.0,87.0,0,0,1,0,0,115.0,28.9,120.0,35.2,0.0,1
84,56,0.65865,1,24.0,93.0,38.0,87.0,0,0,0,0,0,113.2,31.7,120.0,34.9,0.0,1
87,35,1.20579,4,15.0,93.0,40.0,87.0,1,0,0,0,0,94.3,33.2,118.9,42.8,0.0,1
88,12,0.268583,2,12.0,93.0,40.0,87.0,0,0,0,0,0,119.0,31.0,119.2,33.3,0.0,1
1,8,0.794568,3,12.0,93.0,40.0,87.0,1,0,0,0,0,105.6,46.2,120.0,44.1,0.0,0
2,38,0.460121,3,16.0,93.0,40.0,87.0,1,0,0,0,0,103.7,35.9,117.1,39.1,0.0,0
2,42,0.937271,3,9.0,93.0,40.0,87.0,1,0,0,0,0,103.5,33.6,120.0,43.5,0.0,1
5,19,0.612242,2,22.0,93.0,37.0,87.0,0,0,0,1,1,116.9,37.3,120.0,28.8,0.0,1
10,26,0.120402,1,24.0,93.0,40.0,87.0,1,0,0,0,0,101.5,41.9,103.1,41.8,0.0,1
13,50,0.952931,4,15.0,93.0,40.0,87.0,0,0,0,0,1,100.5,52.3,118.6,42.2,0.0,1
16,5,1.219278,3,23.0,93.0,38.0,87.0,0,0,0,0,0,98.9,47.0,120.0,33.2,0.0,1
20,11,0.412196,4,24.0,93.0,38.0,87.0,0,0,0,0,0,112.3,29.8,118.1,36.2,0.0,0
21,52,1.372153,3,21.0,93.0,37.0,87.0,0,0,0,0,0,108.7,40.7,120.0,41.0,1.0,1
24,22,1.508235,8,15.0,93.0,40.0,87.0,0,0,0,0,0,87.8,39.2,120.0,40.8,0.0,1
26,35,0.972037,2,9.0,93.0,40.0,87.0,1,0,0,0,0,96.7,27.3,120.0,27.2,0.0,1
28,5,0.172647,1,24.0,93.0,38.0,87.0,0,0,0,0,0,105.4,52.7,106.5,51.9,0.0,0
31,6,1.938535,3,5.0,93.0,38.0,62.0,0,0,0,0,0,95.9,54.1,119.5,41.4,0.0,0
35,8,1.29267,3,24.0,93.0,38.0,62.0,0,0,0,0,0,101.0,52.2,120.0,37.0,0.0,0
36,15,0.15081,7,15.0,93.0,38.0,87.0,0,0,0,0,1,92.2,32.6,96.2,34.0,0.0,1
44,23,2.265741,1,22.0,92.0,40.0,87.0,0,0,0,0,0,89.6,22.3,120.0,35.0,0.0,0
46,31,1.044653,4,17.0,93.0,40.0,87.0,0,0,0,0,0,101.8,56.3,117.3,40.4,0.0,1
53,48,1.501816,1,15.0,93.0,40.0,87.0,0,0,0,0,0,87.8,33.3,120.0,47.4,0.0,1
55,13,0.636594,4,17.0,95.0,40.0,87.0,1,0,0,0,0,112.8,46.8,120.0,45.2,0.0,1
62,35,0.584547,4,12.0,93.0,40.0,87.0,0,0,0,0,0,104.9,38.3,114.0,40.1,0.0,1
72,7,0.66158,3,24.0,93.0,37.0,87.0,0,0,0,0,0,114.7,46.1,120.0,43.5,1.0,1
83,15,2.267997,4,17.0,93.0,40.0,87.0,0,0,0,0,0,87.0,45.1,118.8,39.2,0.0,1
84,25,0.139726,1,13.0,93.0,40.0,87.0,0,0,0,0,0,84.2,39.1,87.2,39.6,0.0,1
84,46,0.117946,1,17.0,93.0,40.0,87.0,0,0,0,0,0,102.8,56.7,103.5,56.0,0.0,1
93,57,1.842085,1,9.0,93.0,40.0,87.0,0,0,0,0,0,81.1,39.8,117.3,36.7,0.0,1
8,35,1.736929,3,5.0,93.0,37.0,87.0,0,0,0,0,0,104.0,35.2,120.0,43.6,1.0,1
16,57,0.141743,2,10.0,93.0,40.0,87.0,0,0,0,0,0,103.1,22.7,103.7,23.4,0.0,1
17,12,0.184254,2,13.0,93.0,40.0,87.0,0,0,0,0,0,101.5,16.7,103.9,19.8,0.0,0
19,22,2.095614,3,23.0,93.0,40.0,87.0,1,0,0,0,0,85.2,64.3,120.0,40.4,0.0,0
20,47,0.926491,8,16.0,93.0,38.0,87.0,0,0,0,0,0,96.3,43.1,117.4,39.8,0.0,1
24,17,0.079931,1,13.0,93.0,40.0,87.0,0,0,0,0,0,84.6,28.4,87.0,29.1,0.0,1
24,36,1.107068,1,16.0,93.0,37.0,87.0,0,0,0,1,1,103.2,39.4,113.8,43.3,0.0,0
26,1,1.869462,3,13.0,93.0,40.0,62.0,0,0,0,0,0,88.1,26.2,120.0,39.9,0.0,0
29,37,1.230827,4,13.0,93.0,40.0,87.0,0,0,0,0,0,98.3,23.9,119.0,40.6,0.0,1
33,48,0.940867,2,9.0,93.0,37.0,87.0,0,0,0,0,0,107.6,35.5,115.7,46.2,0.0,1
36,38,0.033577,3,12.0,93.0,38.0,87.0,0,0,0,0,0,101.1,25.3,101.9,25.9,0.0,1
37,11,0.130836,2,5.0,93.0,38.0,87.0,1,0,0,0,0,108.3,29.7,109.3,30.6,0.0,1
37,31,1.381158,2,16.0,93.0,40.0,87.0,0,0,0,0,0,106.6,23.5,120.0,45.1,0.0,1
44,26,2.082138,1,10.0,93.0,40.0,87.0,0,0,0,0,0,81.4,45.4,119.7,40.2,0.0,1
49,25,1.353251,1,12.0,93.0,38.0,87.0,0,0,0,0,1,96.1,24.4,120.0,35.4,0.0,1
57,21,1.054907,3,15.0,93.0,38.0,87.0,1,0,0,0,0,104.2,38.6,118.8,40.9,0.0,0
61,18,0.586304,1,16.0,93.0,38.0,87.0,0,0,0,0,0,102.0,44.5,110.1,41.2,0.0,1
61,59,0.124869,2,12.0,93.0,40.0,87.0,0,0,0,0,0,99.3,49.1,101.0,48.6,0.0,0
62,2,1.220869,2,16.0,93.0,38.0,87.0,1,0,0,0,0,104.3,36.0,120.0,34.1,0.0,0
63,19,0.395413,4,19.0,93.0,40.0,87.0,1,0,0,0,0,108.3,33.1,119.0,37.1,0.0,1
63,21,0.380762,4,9.0,93.0,38.0,87.0,1,0,0,0,0,108.2,37.4,118.4,37.4,0.0,0
72,21,1.085373,1,2.0,93.0,40.0,87.0,0,0,0,0,0,93.1,53.7,119.4,45.0,0.0,1
77,21,1.809027,1,10.0,93.0,40.0,87.0,0,0,0,0,0,81.4,45.1,120.0,51.7,0.0,1
81,49,0.625633,4,23.0,93.0,37.0,87.0,0,0,0,1,1,112.7,41.1,119.3,42.6,0.0,1
82,29,1.012603,2,13.0,91.0,38.0,87.0,1,0,0,0,0,108.5,46.6,120.0,37.1,1.0,0
86,12,0.908617,1,11.0,93.0,38.0,87.0,0,0,1,0,0,103.9,24.3,118.4,36.9,0.0,1
87,40,1.053077,2,16.0,93.0,40.0,87.0,0,0,0,0,0,100.0,22.9,120.0,45.1,0.0,1
91,44,1.767108,1,9.0,93.0,40.0,87.0,0,0,0,0,1,99.8,58.8,120.0,45.3,0.0,1
7,37,0.08494,4,21.0,93.0,40.0,87.0,0,0,0,0,1,98.0,38.7,100.2,39.3,0.0,1
10,25,0.257374,1,16.0,93.0,40.0,87.0,0,0,0,0,0,91.8,32.0,95.4,33.0,0.0,1
12,58,0.90166,4,12.0,93.0,40.0,87.0,0,0,0,0,1,104.2,59.9,120.0,44.6,0.0,1
13,39,0.254819,1,19.0,93.0,40.0,87.0,0,0,0,0,0,103.4,43.3,106.2,43.2,0.0,1
18,50,1.205396,3,21.0,91.0,40.0,87.0,1,0,0,0,1,107.9,46.4,117.8,42.3,0.0,1
22,57,0.607143,2,3.0,93.0,37.0,87.0,0,0,0,0,0,116.9,44.0,120.0,43.7,1.0,1
27,13,0.561843,1,19.0,95.0,40.0,87.0,1,0,0,0,0,114.9,42.6,118.2,41.0,0.0,0
30,56,1.323735,4,13.0,93.0,38.0,87.0,0,0,0,0,1,94.9,41.8,118.2,39.9,0.0,1
39,27,0.584655,2,5.0,93.0,37.0,87.0,0,0,0,1,1,114.4,39.1,120.0,48.9,0.0,1
41,39,1.672409,2,13.0,91.0,40.0,87.0,1,0,0,0,0,95.7,54.4,120.0,47.1,0.0,0
51,0,1.458946,4,23.0,93.0,37.0,87.0,0,0,0,0,0,104.6,45.1,117.1,24.5,0.0,1
51,50,0.187778,6,12.0,91.0,40.0,87.0,1,0,0,0,0,106.6,27.6,108.1,28.9,0.0,1
51,52,0.873411,6,23.0,91.0,40.0,87.0,1,0,0,0,1,113.0,33.2,120.0,41.3,0.0,0
53,39,0.806519,3,5.0,95.0,40.0,87.0,1,0,0,0,0,107.9,48.3,113.4,44.8,0.0,1
53,42,0.131583,3,5.0,93.0,38.0,87.0,0,0,0,0,1,105.2,48.1,106.7,47.0,0.0,0
55,39,0.828688,1,19.0,93.0,40.0,87.0,1,0,0,0,0,104.5,50.8,120.0,44.7,0.0,1
58,23,0.579806,1,19.0,93.0,40.0,87.0,1,0,0,0,0,103.5,46.8,114.9,41.9,0.0,0
60,26,4.278808,4,19.0,93.0,40.0,87.0,0,0,0,0,1,91.8,25.3,120.0,54.7,0.0,1
65,4,1.141119,3,17.0,93.0,38.0,87.0,0,0,1,0,1,108.5,29.7,120.0,46.3,0.0,1
72,2,0.522709,4,19.0,93.0,40.0,87.0,0,0,0,0,1,100.0,35.2,118.8,40.0,0.0,1
76,46,0.208192,4,16.0,91.0,40.0,87.0,1,0,0,0,0,93.5,46.0,96.5,45.4,0.0,1
78,21,0.261368,4,23.0,93.0,38.0,87.0,0,0,0,0,0,87.1,42.8,119.0,43.6,0.0,1
79,0,0.410207,1,23.0,95.0,38.0,87.0,1,1,0,0,0,118.2,36.0,120.0,37.2,1.0,1
81,35,1.398231,1,19.0,93.0,40.0,87.0,0,0,0,0,1,105.8,62.1,120.0,43.9,0.0,1
82,14,0.811693,7,23.0,93.0,40.0,87.0,0,0,1,0,1,103.3,43.0,120.0,43.0,1.0,1
1,24,1.683621,1,17.0,93.0,37.0,87.0,0,0,0,0,0,108.8,30.3,114.5,39.5,0.0,1
9,27,0.544546,2,17.0,93.0,40.0,87.0,1,0,0,0,0,107.8,29.5,117.8,37.6,0.0,0
10,36,0.789812,2,15.0,93.0,40.0,87.0,1,0,0,0,0,97.4,53.3,107.1,46.8,0.0,0
14,4,0.727679,3,15.0,95.0,40.0,87.0,1,0,0,0,0,105.2,42.0,113.3,41.6,0.0,0
14,9,0.140797,3,23.0,93.0,40.0,87.0,1,0,0,0,0,113.5,32.2,114.3,33.5,0.0,1
14,46,0.75936,2,17.0,93.0,40.0,87.0,1,0,0,0,0,104.6,37.0,112.4,39.8,0.0,0
18,25,1.21422,1,13.0,93.0,40.0,87.0,1,0,0,0,0,99.5,40.0,120.0,45.4,0.0,1
19,50,0.48805,3,5.0,93.0,37.0,87.0,0,0,0,0,0,113.6,37.8,120.0,36.9,1.0,1
23,15,0.520909,6,23.0,93.0,40.0,87.0,1,0,0,0,1,111.7,52.1,117.2,43.8,0.0,1
31,12,0.037544,1,17.0,91.0,38.0,87.0,1,0,0,0,0,110.5,42.3,112.2,41.8,0.0,0
32,18,1.101973,2,10.0,93.0,40.0,87.0,1,0,0,0,0,107.1,23.9,118.8,36.6,0.0,0
41,6,0.138349,2,15.0,93.0,40.0,87.0,1,0,0,0,1,95.8,48.1,98.5,47.2,0.0,1
45,34,1.388678,9,13.0,93.0,40.0,87.0,1,0,0,0,0,88.7,47.1,117.9,43.5,0.0,1
56,42,1.556529,1,17.0,93.0,40.0,87.0,0,0,0,0,0,87.5,26.8,120.0,45.5,0.0,1
62,59,0.688211,4,23.0,93.0,40.0,87.0,1,0,0,0,0,104.4,49.9,120.0,45.2,0.0,1
68,10,0.811207,2,17.0,91.0,40.0,87.0,0,0,0,0,1,110.0,27.6,120.0,39.2,0.0,0
69,37,0.22196,6,23.0,93.0,40.0,87.0,0,0,0,0,0,102.2,53.8,106.8,51.0,0.0,1
72,6,6.102347,1,3.0,93.0,40.0,87.0,1,0,0,0,0,104.0,57.3,117.9,0.1,0.0,1
73,36,0.093213,1,23.0,93.0,40.0,87.0,0,0,0,0,0,92.0,49.8,95.9,48.3,0.0,1
76,20,1.278673,2,21.0,93.0,37.0,87.0,0,0,0,1,1,109.3,42.2,120.0,35.3,0.0,1
78,35,1.667814,1,15.0,93.0,40.0,87.0,0,0,0,0,0,85.5,26.5,119.3,38.7,0.0,1
79,22,0.220502,2,5.0,93.0,37.0,87.0,0,0,0,0,0,116.4,38.2,118.3,38.2,0.0,1
81,41,1.044987,4,13.0,93.0,37.0,87.0,0,0,0,1,1,115.2,52.2,117.8,43.6,0.0,0
83,32,0.634586,1,2.0,95.0,40.0,87.0,1,0,0,0,0,110.8,50.4,120.0,43.1,0.0,1
89,0,0.06459,1,17.0,93.0,40.0,87.0,0,0,0,0,0,100.2,39.5,101.9,39.4,0.0,1
89,54,1.570879,2,5.0,93.0,37.0,87.0,0,0,0,1,1,115.7,43.9,120.0,30.0,0.0,1
1,23,1.24785,1,17.0,93.0,38.0,87.0,1,0,0,0,0,96.3,32.8,120.0,49.0,0.0,0
2,31,0.174286,1,10.0,93.0,38.0,87.0,1,0,0,0,0,113.6,34.2,114.9,35.2,0.0,1
10,17,0.341455,4,21.0,93.0,38.0,87.0,0,0,0,0,0,97.6,47.4,105.1,44.9,0.0,0
11,10,0.415081,4,23.0,93.0,40.0,87.0,1,0,0,0,0,112.2,29.8,118.0,37.4,0.0,0
13,18,0.971377,3,23.0,93.0,37.0,87.0,0,0,0,0,0,110.4,38.7,120.0,41.4,1.0,1
15,19,0.112806,1,15.0,93.0,40.0,87.0,0,0,0,0,0,96.0,41.0,101.3,41.1,0.0,1
15,28,0.826881,1,23.0,93.0,37.0,87.0,0,0,0,0,0,113.0,35.4,119.4,39.8,0.0,1
21,20,0.374919,1,21.0,93.0,38.0,87.0,1,0,0,0,0,112.7,29.9,114.6,32.3,0.0,1
21,56,1.187627,6,15.0,93.0,38.0,87.0,0,0,0,0,0,100.7,52.3,120.0,33.7,0.0,1
23,9,0.0773,1,15.0,93.0,38.0,87.0,0,0,0,0,0,105.1,40.1,106.8,39.8,0.0,0
40,32,0.888108,3,11.0,95.0,40.0,87.0,1,0,0,0,0,112.0,29.3,119.2,35.8,0.0,1
48,50,0.724266,2,11.0,93.0,37.0,87.0,0,0,0,1,1,113.0,36.9,120.0,36.5,0.0,1
51,43,0.594618,4,21.0,93.0,40.0,87.0,0,0,0,0,0,103.4,36.3,116.0,40.9,0.0,1
54,12,0.530132,5,13.0,93.0,40.0,88.0,0,0,0,0,0,108.0,40.0,120.0,42.8,1.0,0
56,20,0.174989,4,23.0,93.0,38.0,87.0,1,1,0,0,0,116.7,36.7,120.0,37.4,1.0,1
57,59,0.352037,1,15.0,93.0,38.0,87.0,0,0,1,0,0,115.5,29.1,120.0,34.2,0.0,0
59,16,0.367076,1,17.0,93.0,38.0,87.0,0,0,0,0,1,107.2,23.2,108.8,25.7,0.0,1
65,20,0.152076,4,17.0,93.0,38.0,87.0,0,0,0,0,0,104.0,56.5,105.4,54.9,0.0,0
72,49,0.744313,4,17.0,93.0,40.0,87.0,0,0,0,0,0,106.2,26.2,118.7,36.7,0.0,1
77,51,0.975959,1,21.0,93.0,40.0,87.0,1,0,0,0,0,104.1,42.4,120.0,36.7,1.0,1
82,25,1.114099,4,21.0,95.0,40.0,87.0,1,0,0,0,1,114.7,38.2,120.0,34.2,0.0,1
86,29,0.475305,4,17.0,93.0,40.0,87.0,1,0,0,0,0,108.9,30.1,115.3,40.0,0.0,1
91,53,0.185623,3,5.0,93.0,40.0,87.0,1,0,0,0,1,110.0,44.5,118.3,43.4,0.0,0
0,39,1.438998,3,15.0,93.0,38.0,62.0,0,0,0,0,0,83.7,38.0,118.6,42.4,0.0,0
3,37,1.001452,1,23.0,93.0,40.0,87.0,1,0,0,0,0,93.7,51.5,115.2,44.3,0.0,1
4,50,1.014117,2,3.0,93.0,37.0,87.0,0,0,0,0,0,107.0,37.5,119.3,36.8,0.0,1
6,21,0.130093,4,6.0,93.0,38.0,87.0,1,0,0,0,1,96.3,31.5,97.1,31.7,0.0,1
11,23,0.99827,6,23.0,93.0,40.0,87.0,0,0,0,0,0,104.5,26.3,119.2,33.7,0.0,1
12,32,0.748555,3,10.0,90.0,37.0,87.0,0,0,0,0,0,106.3,47.8,118.7,43.2,0.0,1
16,2,0.598162,4,13.0,93.0,38.0,87.0,0,0,0,0,0,111.8,22.1,118.6,36.0,0.0,1
