minute,second,duration,play_pattern,position,shot_technique,shot_body_part,shot_type,shot_first_time,shot_open_goal,shot_one_on_one,shot_aerial_won,under_pressure,start_x,start_y,end_x,end_y,shot_outcome,shot_key_pass
87,42,1.933619,3,20.0,93.0,38.0,87.0,1,0,0,0,0,100.9,43.4,120.0,16.3,0.0,1
89,2,0.2868,3,13.0,93.0,40.0,62.0,0,0,0,0,0,96.9,34.5,106.8,36.4,0.0,0
89,44,0.0317,2,23.0,93.0,38.0,87.0,0,0,0,0,0,101.0,46.7,102.3,46.3,0.0,1
89,47,0.984549,2,23.0,95.0,38.0,87.0,1,0,0,0,0,110.0,38.3,120.0,42.1,0.0,1
8,53,0.3983,6,23.0,93.0,40.0,87.0,1,0,0,0,0,112.0,53.5,119.4,44.0,0.0,1
9,19,1.394087,2,23.0,93.0,37.0,87.0,0,0,0,0,0,108.2,37.2,120.0,33.7,0.0,1
12,38,0.4136,1,21.0,93.0,40.0,87.0,1,0,0,0,0,101.1,33.1,110.8,37.3,0.0,1
13,18,0.187,1,23.0,93.0,38.0,87.0,0,0,0,0,0,108.0,37.1,110.8,38.2,0.0,1
13,23,0.3527,1,21.0,93.0,40.0,87.0,0,0,0,0,0,107.0,19.0,113.1,30.6,0.0,0
14,8,0.88568,2,2.0,91.0,38.0,87.0,0,0,0,0,0,96.1,50.7,120.0,43.2,0.0,0
17,38,0.733399,3,2.0,93.0,40.0,87.0,1,0,0,0,0,102.0,57.0,113.7,40.3,0.0,1
20,2,0.7046,3,6.0,93.0,40.0,87.0,0,0,0,0,0,102.9,28.6,117.1,41.1,0.0,1
26,28,0.118,1,23.0,93.0,38.0,87.0,0,0,0,0,0,98.3,34.8,99.8,34.9,0.0,1
29,20,1.029079,8,23.0,94.0,38.0,87.0,1,0,0,0,0,107.0,34.7,120.0,44.2,0.0,1
29,22,0.4338,8,17.0,91.0,38.0,87.0,1,0,0,0,0,113.4,31.1,119.1,37.1,0.0,0
31,32,0.5055,4,17.0,93.0,40.0,87.0,1,0,0,0,0,114.0,45.9,120.0,39.8,0.0,1
37,47,0.4542,3,17.0,93.0,40.0,87.0,0,0,0,0,0,106.0,52.9,118.5,42.4,0.0,1
38,27,0.5322,1,21.0,93.0,40.0,87.0,0,0,0,0,0,105.3,49.3,118.4,41.8,0.0,1
48,6,1.072282,3,23.0,93.0,38.0,62.0,0,0,0,0,0,94.6,46.4,120.0,34.8,0.0,0
49,42,0.836258,1,23.0,93.0,40.0,87.0,0,0,0,0,0,102.3,31.0,120.0,43.6,1.0,1
57,5,0.3494,4,21.0,93.0,38.0,87.0,0,0,0,0,0,107.6,30.5,114.6,37.0,0.0,1
59,28,0.785996,4,23.0,93.0,38.0,87.0,0,0,1,0,1,103.9,34.0,120.0,44.8,0.0,1
60,10,1.197493,7,23.0,93.0,40.0,87.0,0,0,0,0,0,89.9,22.1,120.0,35.2,0.0,1
67,56,0.2833,1,6.0,95.0,38.0,87.0,1,0,0,0,0,108.0,31.6,111.5,36.0,0.0,1
71,39,0.5477,3,17.0,93.0,40.0,87.0,1,0,0,0,0,107.9,48.8,113.8,40.3,0.0,1
71,40,0.6928,3,21.0,93.0,40.0,87.0,0,0,0,0,0,113.6,40.1,120.0,43.2,1.0,0
73,57,0.625,3,23.0,93.0,38.0,62.0,0,0,0,0,0,100.9,41.3,120.0,36.6,1.0,0
76,47,0.707463,3,17.0,93.0,40.0,87.0,0,0,0,0,1,101.0,47.0,114.1,40.9,0.0,0
79,26,0.5724,3,19.0,93.0,38.0,87.0,1,0,0,0,0,94.9,41.7,107.5,41.7,0.0,1
84,45,0.458606,6,3.0,93.0,40.0,87.0,0,0,0,0,0,98.9,45.1,120.0,41.7,0.0,0
88,26,1.692,6,17.0,93.0,40.0,87.0,0,0,0,0,0,106.2,31.5,118.5,42.6,0.0,1
90,14,0.2238,1,15.0,93.0,40.0,87.0,1,0,0,0,0,110.3,37.8,114.2,38.7,0.0,1
5,22,0.770239,1,17.0,93.0,38.0,87.0,0,0,0,0,0,100.1,55.0,119.3,41.0,0.0,1
9,15,0.4199,1,15.0,93.0,38.0,87.0,0,0,0,0,0,95.6,26.0,105.6,33.1,0.0,1
10,8,0.8135,4,22.0,93.0,40.0,87.0,0,0,0,0,0,98.2,45.5,120.0,32.9,0.0,1
17,54,0.729778,6,23.0,93.0,40.0,87.0,1,0,0,0,0,102.7,53.3,114.4,42.6,0.0,1
18,6,1.127467,8,22.0,91.0,40.0,87.0,1,0,0,0,0,96.5,38.7,120.0,51.9,0.0,1
19,46,0.6257,1,21.0,93.0,40.0,87.0,0,0,0,0,0,105.5,21.4,117.9,36.1,0.0,1
21,47,0.553842,1,17.0,95.0,38.0,87.0,1,0,0,0,0,98.2,41.1,111.7,38.3,0.0,1
23,17,0.752156,1,21.0,93.0,38.0,87.0,0,0,0,0,0,100.8,48.0,120.0,30.9,0.0,1
27,45,0.14448,2,5.0,95.0,40.0,87.0,1,0,0,0,0,116.9,46.8,120.0,43.8,0.0,1
27,46,0.92958,2,10.0,93.0,38.0,87.0,1,1,0,0,0,116.1,35.1,120.0,40.0,1.0,0
32,7,0.6409,3,19.0,93.0,38.0,87.0,0,0,0,0,0,108.2,39.4,120.0,42.7,1.0,1
33,21,0.533723,9,17.0,93.0,38.0,87.0,0,0,0,0,0,91.6,48.6,120.0,29.4,0.0,1
35,16,0.958697,7,13.0,93.0,38.0,87.0,0,0,0,0,0,90.2,40.7,118.0,40.8,0.0,1
40,5,1.008019,3,19.0,93.0,38.0,87.0,0,0,0,0,0,103.2,35.1,120.0,33.8,0.0,0
42,39,0.704851,1,6.0,95.0,38.0,87.0,1,0,0,0,0,110.2,35.1,120.0,34.3,0.0,1
47,16,0.38821,2,19.0,95.0,38.0,87.0,1,0,0,0,0,116.9,47.1,120.0,47.1,0.0,1
47,52,0.8604,2,15.0,93.0,38.0,87.0,1,0,0,0,0,97.6,32.4,118.2,36.2,0.0,1
52,55,0.228,1,23.0,93.0,37.0,87.0,0,0,0,0,0,114.7,36.1,117.8,38.2,0.0,1
53,28,1.180249,2,2.0,95.0,40.0,87.0,1,0,0,0,0,93.2,47.5,120.0,45.0,0.0,0
55,13,0.5709,1,24.0,93.0,40.0,87.0,0,0,0,0,0,104.6,40.4,113.7,39.8,0.0,1
56,29,1.8804,3,19.0,93.0,38.0,62.0,0,0,0,0,0,88.0,51.4,120.0,44.7,0.0,0
58,20,0.8018,2,3.0,93.0,37.0,87.0,0,0,0,1,1,112.1,37.1,119.5,41.4,0.0,1
65,51,0.444646,3,21.0,94.0,40.0,87.0,1,0,0,0,0,112.3,30.9,120.0,22.6,0.0,1
66,40,0.761423,1,21.0,93.0,40.0,87.0,1,0,0,0,0,112.7,36.2,120.0,42.4,0.0,1
67,21,0.4352,7,22.0,91.0,40.0,87.0,1,0,0,0,0,114.4,47.3,117.7,44.2,0.0,1
68,22,1.2004,2,19.0,93.0,38.0,87.0,0,0,0,0,1,97.0,26.7,116.4,37.7,0.0,1
71,21,0.48447,1,17.0,93.0,38.0,87.0,0,0,0,0,0,108.6,55.2,118.7,44.0,0.0,1
72,10,1.1552,8,13.0,93.0,38.0,87.0,0,0,0,0,0,96.6,48.5,120.0,37.3,1.0,0
74,30,0.867674,4,21.0,93.0,40.0,87.0,1,0,0,0,0,100.4,36.0,117.2,40.8,0.0,1
79,39,0.289499,2,3.0,93.0,38.0,87.0,0,0,0,0,0,111.5,37.8,115.0,38.2,0.0,1
80,11,0.979144,3,21.0,93.0,40.0,87.0,1,0,0,0,0,113.8,54.1,120.0,32.2,0.0,1
82,8,0.817743,3,19.0,93.0,38.0,87.0,0,0,0,0,0,96.0,46.4,115.9,42.4,0.0,0
83,46,1.036352,1,23.0,93.0,38.0,87.0,0,0,0,0,0,92.5,53.4,117.4,40.7,0.0,1
84,59,0.620506,4,23.0,91.0,38.0,87.0,1,0,0,0,0,114.2,33.7,120.0,37.6,1.0,1
86,36,0.45452,1,23.0,93.0,38.0,87.0,1,0,0,0,0,113.5,24.6,118.4,37.2,0.0,0
88,50,0.4786,1,17.0,93.0,38.0,87.0,0,0,1,0,0,109.5,24.5,118.5,35.3,0.0,1
88,57,0.706703,1,21.0,91.0,38.0,87.0,1,0,0,0,0,110.4,43.9,120.0,27.2,0.0,1
91,47,0.6669,4,19.0,93.0,38.0,87.0,1,0,0,0,0,104.7,37.3,120.0,36.5,1.0,1
1,55,0.9637,3,12.0,93.0,38.0,87.0,0,0,0,0,1,97.1,58.3,119.2,39.2,0.0,1
9,20,0.6914,4,16.0,91.0,40.0,87.0,1,0,0,0,0,105.2,39.5,120.0,37.7,1.0,1
11,41,1.511,3,24.0,95.0,40.0,87.0,0,0,0,0,0,96.4,51.8,120.0,31.5,0.0,1
16,16,0.2021,2,2.0,95.0,40.0,87.0,1,0,0,0,0,106.7,50.4,110.8,46.6,0.0,1
19,30,0.9783,4,11.0,93.0,40.0,87.0,0,0,0,0,0,93.2,41.9,120.0,35.8,0.0,1
25,27,1.171677,3,17.0,93.0,38.0,62.0,0,0,0,0,0,92.4,53.6,120.0,44.9,0.0,0
28,17,0.408,1,23.0,93.0,38.0,87.0,1,0,0,0,0,112.4,26.5,119.0,35.5,0.0,1
29,36,0.259702,1,17.0,93.0,38.0,87.0,1,0,0,0,0,109.9,37.3,120.0,37.1,1.0,1
36,26,1.398319,1,22.0,93.0,38.0,87.0,0,0,0,0,0,106.1,28.2,120.0,42.6,0.0,1
37,41,0.916668,3,23.0,93.0,40.0,87.0,0,0,1,0,0,115.3,50.0,120.0,41.2,1.0,1
42,42,0.2387,4,21.0,93.0,38.0,87.0,0,0,0,0,0,99.8,24.5,103.8,27.1,0.0,1
55,45,0.1329,2,23.0,95.0,38.0,87.0,1,0,0,0,0,114.6,40.7,117.9,41.0,0.0,1
56,19,0.64127,2,3.0,93.0,37.0,87.0,0,0,0,1,1,109.1,37.6,113.6,37.2,0.0,1
67,23,0.8583,3,17.0,93.0,38.0,62.0,0,0,0,0,0,114.2,63.4,119.6,41.4,0.0,0
77,18,0.693604,1,13.0,93.0,40.0,87.0,0,0,0,0,0,104.9,52.1,120.0,34.8,0.0,1
79,6,1.060072,1,2.0,93.0,40.0,87.0,0,0,0,0,0,98.5,55.9,120.0,35.0,0.0,1
88,2,0.7758,2,23.0,93.0,40.0,87.0,1,0,0,0,0,99.8,27.5,120.0,43.5,0.0,1
15,3,0.1886,4,23.0,91.0,38.0,87.0,0,0,1,0,0,110.3,37.3,113.4,37.6,0.0,1
15,47,0.71837,2,5.0,93.0,37.0,87.0,0,0,0,1,1,111.4,35.7,120.0,32.9,0.0,1
21,43,1.0562,3,17.0,93.0,38.0,62.0,0,0,0,0,0,94.8,50.1,120.0,44.0,0.0,0
22,50,1.761356,1,13.0,93.0,40.0,87.0,1,0,0,0,0,88.6,68.6,120.0,48.1,0.0,0
31,32,0.9237,6,24.0,93.0,40.0,87.0,0,0,1,0,1,107.2,30.2,120.0,37.2,1.0,1
38,23,0.939616,2,15.0,91.0,40.0,87.0,1,0,0,0,0,112.6,40.3,119.2,43.0,0.0,0
40,22,0.0787,2,2.0,95.0,40.0,87.0,1,0,0,0,0,111.0,48.7,112.3,47.9,0.0,1
41,10,0.91044,3,22.0,91.0,38.0,87.0,0,0,0,0,0,105.3,22.0,120.0,32.9,0.0,1
50,28,1.1639,3,17.0,93.0,38.0,62.0,0,0,0,0,0,93.1,43.4,120.0,42.8,0.0,0
55,51,1.0263,3,17.0,93.0,38.0,87.0,0,0,0,0,0,95.7,50.5,120.0,48.8,0.0,1
56,45,0.648738,1,22.0,93.0,40.0,87.0,1,0,0,0,0,107.1,44.9,118.0,41.1,0.0,1
62,55,1.040377,1,22.0,93.0,38.0,87.0,0,0,0,0,0,100.8,57.6,120.0,41.3,0.0,1
63,34,0.869936,7,8.0,93.0,37.0,87.0,0,0,0,0,0,109.7,39.5,120.0,38.1,0.0,1
68,39,0.6446,3,19.0,93.0,38.0,62.0,0,0,0,0,0,88.3,39.1,99.4,38.2,0.0,0
72,50,0.44282,3,24.0,93.0,40.0,62.0,0,0,0,0,0,101.2,20.7,106.6,26.1,0.0,0
78,44,0.4543,3,19.0,93.0,38.0,62.0,0,0,0,0,0,101.7,47.8,112.3,41.3,0.0,0
79,0,0.723791,6,24.0,93.0,40.0,87.0,0,0,0,0,0,105.8,50.3,117.0,42.3,0.0,1
88,0,0.5487,1,7.0,93.0,40.0,87.0,1,0,0,0,0,108.7,46.8,116.8,42.8,0.0,1
89,57,0.750016,1,8.0,93.0,38.0,87.0,0,0,0,0,0,108.2,35.8,120.0,38.4,1.0,1
94,7,0.852362,3,19.0,93.0,38.0,62.0,0,0,0,0,0,94.2,45.2,120.0,45.5,0.0,0
3,14,0.5907,1,17.0,95.0,40.0,87.0,1,0,0,0,0,114.9,43.0,120.0,42.7,1.0,1
7,48,0.188,4,15.0,95.0,38.0,87.0,1,0,0,0,0,105.4,30.7,107.8,33.2,0.0,0
9,44,1.4022,3,17.0,93.0,38.0,62.0,0,0,0,0,0,102.1,66.4,120.0,37.6,0.0,0
16,3,0.1495,1,12.0,93.0,38.0,87.0,0,0,0,0,0,107.9,37.6,109.3,37.8,0.0,1
16,7,0.7689,1,12.0,93.0,40.0,87.0,0,0,0,0,0,103.7,32.0,118.4,38.9,0.0,0
26,44,0.4232,6,17.0,93.0,38.0,87.0,0,0,0,0,1,112.1,44.6,116.0,43.5,0.0,1
29,4,0.417,3,17.0,93.0,38.0,62.0,0,0,0,0,0,100.6,40.6,109.7,38.6,0.0,0
32,33,0.0492,1,21.0,93.0,40.0,87.0,0,0,0,0,0,112.6,28.6,113.3,29.9,0.0,1
34,6,0.536494,2,3.0,93.0,37.0,87.0,0,0,0,0,0,113.9,41.4,120.0,36.9,0.0,1
34,59,1.108601,7,21.0,93.0,40.0,87.0,0,0,0,0,0,93.1,25.9,119.4,39.5,0.0,1
41,28,0.5454,1,13.0,93.0,40.0,87.0,0,0,0,0,0,91.4,54.9,104.8,46.1,0.0,1
45,7,0.9694,2,12.0,91.0,40.0,87.0,0,0,0,0,0,97.3,43.1,118.7,40.7,0.0,0
47,5,0.1545,3,23.0,93.0,40.0,87.0,1,0,0,0,0,110.0,50.2,111.1,49.4,0.0,0
47,31,0.0285,2,23.0,89.0,40.0,87.0,1,0,0,0,0,115.2,49.2,115.7,48.2,0.0,1
47,36,0.2684,2,16.0,93.0,38.0,87.0,0,0,0,0,0,103.0,60.4,105.2,58.5,0.0,0
54,23,0.3477,6,23.0,93.0,38.0,87.0,0,0,1,0,0,113.6,27.6,118.5,36.3,0.0,0
57,26,2.0887,4,13.0,93.0,40.0,87.0,0,0,0,0,1,99.0,48.3,120.0,54.5,0.0,1
58,50,0.5871,1,21.0,93.0,40.0,87.0,0,0,0,0,0,108.9,29.6,117.6,36.7,0.0,1
59,22,0.83525,1,16.0,93.0,38.0,87.0,0,0,0,0,1,111.8,28.8,120.0,35.5,0.0,1
67,45,0.2849,1,15.0,93.0,40.0,87.0,0,0,0,0,1,113.1,32.6,115.1,34.2,0.0,1
70,10,1.22376,1,13.0,93.0,40.0,87.0,1,0,0,0,0,102.8,33.3,120.0,39.7,1.0,1
76,6,1.2546,3,17.0,93.0,38.0,62.0,0,0,0,0,0,94.8,40.4,120.0,40.7,0.0,0
81,25,0.9324,3,15.0,93.0,70.0,87.0,1,0,0,0,0,107.0,43.9,119.0,40.3,0.0,1
89,12,0.696,5,17.0,93.0,38.0,88.0,0,0,0,0,0,108.0,40.0,120.0,36.8,1.0,0
92,40,1.057439,2,12.0,93.0,40.0,87.0,0,0,0,0,0,98.7,49.4,120.0,32.9,0.0,0
2,40,0.731139,2,23.0,94.0,40.0,87.0,1,0,0,0,0,113.8,44.9,120.0,45.0,0.0,0
7,32,2.369417,3,23.0,93.0,40.0,87.0,1,0,0,0,0,105.0,54.1,120.0,29.7,0.0,1
11,57,0.7662,1,23.0,93.0,40.0,87.0,1,0,0,0,0,98.3,45.4,118.5,38.7,0.0,1
18,19,0.5708,3,17.0,93.0,38.0,62.0,0,0,0,0,0,98.3,33.7,108.4,38.1,0.0,0
20,4,0.869187,1,23.0,93.0,40.0,87.0,1,0,0,0,0,106.6,41.4,120.0,45.2,0.0,0
26,53,1.202073,1,2.0,93.0,40.0,87.0,0,0,0,0,1,98.2,54.7,120.0,42.5,0.0,1
29,42,0.4596,1,2.0,93.0,40.0,87.0,1,0,0,0,0,101.5,53.3,104.9,40.3,0.0,0
29,42,1.2173,1,16.0,93.0,38.0,87.0,0,0,0,0,0,105.0,40.2,120.0,43.6,1.0,0
31,13,0.2986,9,13.0,93.0,38.0,87.0,0,0,0,0,0,94.4,51.4,94.9,51.2,0.0,0
33,5,0.75588,3,2.0,95.0,40.0,87.0,1,0,0,0,0,101.5,48.1,120.0,43.6,0.0,1
41,57,0.4273,3,15.0,93.0,70.0,87.0,1,0,0,0,1,103.5,46.7,109.6,40.9,0.0,1
42,13,0.7308,1,24.0,93.0,37.0,87.0,0,0,0,1,1,112.0,36.0,119.2,40.6,0.0,0
44,50,0.6005,3,13.0,93.0,38.0,87.0,0,0,0,0,0,109.5,52.1,117.0,41.4,0.0,1
44,52,0.5537,3,21.0,93.0,40.0,87.0,1,0,0,0,0,109.9,36.9,120.0,38.1,1.0,0
47,54,1.3705,4,13.0,93.0,37.0,87.0,0,0,0,1,1,107.0,45.6,114.8,47.3,0.0,1
47,59,1.715414,4,2.0,91.0,40.0,87.0,1,0,0,0,0,98.0,53.9,120.0,31.8,0.0,1
50,56,0.6562,1,24.0,93.0,40.0,87.0,1,0,0,0,0,112.4,39.7,120.0,37.1,1.0,1
52,53,0.2201,4,17.0,93.0,37.0,87.0,0,0,0,0,0,112.2,38.1,114.1,38.0,0.0,1
52,55,0.237604,4,13.0,91.0,38.0,87.0,1,0,0,0,0,113.0,41.6,120.0,42.0,1.0,0
54,49,0.9639,3,17.0,93.0,40.0,87.0,0,0,0,0,0,100.0,40.2,120.0,43.1,1.0,1
60,30,0.832668,6,21.0,93.0,40.0,87.0,0,0,0,0,0,103.8,29.0,120.0,43.9,0.0,1
63,28,1.1623,3,11.0,93.0,70.0,87.0,0,0,0,0,0,110.4,39.9,118.6,42.9,0.0,1
63,59,0.439308,4,23.0,90.0,37.0,87.0,0,1,0,0,0,118.1,36.3,120.0,34.3,0.0,0
65,28,0.5162,4,16.0,93.0,38.0,87.0,0,0,0,0,0,87.1,30.9,100.9,35.5,0.0,1
65,35,0.4388,4,22.0,95.0,38.0,87.0,1,0,0,0,0,117.7,22.1,120.0,35.6,0.0,0
70,17,1.1945,3,2.0,93.0,40.0,87.0,1,0,0,0,0,96.8,55.2,120.0,37.8,0.0,0
77,37,1.5707,1,16.0,93.0,37.0,87.0,0,0,0,0,0,107.8,31.8,120.0,52.0,0.0,1
81,33,0.545303,3,24.0,93.0,37.0,87.0,0,0,0,0,0,108.6,31.3,120.0,35.1,0.0,1
6,17,0.3478,3,21.0,93.0,40.0,62.0,0,0,0,0,0,91.6,28.5,99.4,30.9,0.0,0
20,48,0.5492,3,22.0,93.0,40.0,87.0,0,0,0,0,0,111.7,54.6,118.6,44.1,0.0,1
24,27,0.6509,4,23.0,93.0,37.0,87.0,0,0,0,1,1,110.7,38.6,120.0,36.8,1.0,1
32,16,0.738952,6,21.0,93.0,70.0,87.0,1,0,0,0,0,111.9,36.9,120.0,31.8,0.0,1
35,25,1.342901,3,24.0,93.0,40.0,87.0,0,0,0,0,0,84.1,20.7,118.1,38.3,0.0,1
36,51,0.0636,3,15.0,91.0,40.0,87.0,1,0,0,0,0,96.6,40.4,97.4,40.3,0.0,0
40,22,0.989312,1,24.0,93.0,38.0,87.0,0,0,0,0,0,104.1,45.6,120.0,34.5,0.0,1
43,8,0.9372,1,13.0,93.0,40.0,87.0,1,0,0,0,0,96.3,41.2,119.9,31.6,0.0,1
49,33,0.1602,1,23.0,93.0,40.0,87.0,0,0,0,0,0,112.7,55.2,113.7,53.4,0.0,1
53,42,0.5683,3,23.0,93.0,40.0,87.0,1,0,0,0,0,110.3,29.8,120.0,36.9,1.0,1
57,11,0.393,1,22.0,93.0,38.0,87.0,0,0,0,0,0,109.4,26.1,118.5,37.2,0.0,1
62,16,0.389001,4,21.0,93.0,40.0,87.0,0,0,1,0,1,107.6,55.6,117.1,44.5,0.0,1
66,1,0.4728,5,21.0,93.0,40.0,88.0,0,0,1,0,0,108.1,40.1,120.0,40.2,0.0,0
70,9,0.630377,1,7.0,93.0,38.0,87.0,0,0,1,0,1,103.1,29.6,114.9,36.7,0.0,1
70,26,1.191266,8,21.0,93.0,38.0,87.0,0,0,1,0,0,113.7,28.8,120.0,36.4,0.0,1
71,45,1.248708,3,17.0,93.0,38.0,87.0,0,0,0,0,0,90.6,35.0,120.0,30.3,0.0,1
74,57,0.2782,4,23.0,93.0,40.0,87.0,1,0,0,0,0,113.1,52.8,117.8,44.7,0.0,1
75,37,1.165,8,15.0,93.0,38.0,87.0,0,0,0,0,1,86.3,38.1,116.8,43.5,0.0,1
76,7,0.0346,2,3.0,93.0,37.0,87.0,0,0,0,1,1,113.3,46.2,113.9,45.7,0.0,1
77,49,1.424414,3,24.0,93.0,40.0,62.0,0,0,0,0,0,93.4,46.9,119.9,46.0,0.0,0
81,40,0.9841,4,10.0,93.0,40.0,87.0,1,0,0,0,0,89.0,38.4,118.6,37.1,0.0,1
83,20,0.8188,3,17.0,93.0,40.0,87.0,0,0,0,0,0,100.4,23.6,118.0,39.0,0.0,1
84,53,0.882858,3,23.0,93.0,40.0,62.0,0,0,0,0,0,94.7,32.0,120.0,37.1,0.0,0
87,10,0.0736,1,24.0,93.0,40.0,87.0,0,0,0,0,0,106.9,27.4,120.0,37.3,1.0,1
88,30,0.4927,1,17.0,93.0,40.0,87.0,0,0,1,0,1,110.3,47.8,120.0,45.0,0.0,1
89,24,0.920569,1,24.0,93.0,40.0,87.0,0,0,0,0,0,100.6,50.8,120.0,46.7,0.0,1
8,54,0.1516,6,23.0,93.0,40.0,87.0,1,0,0,0,1,98.8,55.4,117.7,42.2,0.0,1
10,50,0.0872,4,23.0,93.0,40.0,87.0,1,0,0,0,1,98.1,39.2,99.6,39.2,0.0,1
20,25,0.1563,4,17.0,95.0,40.0,87.0,1,0,0,0,0,107.0,32.1,108.0,33.4,0.0,1
26,37,0.6321,3,23.0,93.0,37.0,87.0,0,0,0,0,0,109.8,41.2,118.2,41.3,0.0,1
27,10,0.4126,1,19.0,93.0,38.0,87.0,0,0,0,0,0,97.0,62.0,104.3,55.2,0.0,1
29,8,1.10472,1,15.0,93.0,40.0,87.0,0,0,0,0,0,115.4,25.5,120.0,46.2,0.0,1
38,56,0.8651,4,23.0,91.0,38.0,87.0,1,0,0,0,0,105.1,33.7,117.4,41.2,0.0,0
39,43,0.2216,2,23.0,93.0,38.0,87.0,1,0,0,0,0,118.0,45.2,120.0,42.3,1.0,0
41,18,0.3475,9,23.0,93.0,38.0,87.0,1,0,0,0,0,108.6,20.6,111.9,28.5,0.0,1
41,42,0.426006,2,4.0,91.0,40.0,87.0,0,0,0,0,1,116.9,50.8,120.0,39.6,0.0,1
46,0,0.4568,9,23.0,93.0,40.0,87.0,1,0,0,0,0,109.5,48.7,120.0,41.5,1.0,0
53,1,0.154,8,21.0,93.0,40.0,87.0,0,0,0,0,0,109.8,30.0,111.0,31.3,0.0,1
53,52,0.2136,1,11.0,91.0,40.0,87.0,1,0,0,0,0,97.9,48.5,103.5,46.6,0.0,1
56,40,0.780576,1,17.0,93.0,38.0,87.0,1,0,0,0,0,99.5,36.7,120.0,34.4,0.0,1
58,25,0.3705,1,23.0,91.0,38.0,87.0,1,0,0,0,0,103.5,27.4,108.1,31.5,0.0,1
62,59,0.6366,1,23.0,95.0,38.0,87.0,1,0,0,0,0,98.1,31.2,117.2,38.3,0.0,1
63,35,0.4995,1,13.0,93.0,40.0,87.0,0,0,0,0,0,110.2,25.9,117.7,37.1,0.0,1
71,0,1.3493,7,19.0,93.0,38.0,87.0,0,0,0,0,1,99.9,50.8,120.0,28.0,0.0,1
72,23,0.084,1,2.0,93.0,40.0,87.0,0,0,0,0,0,103.5,60.7,104.3,59.6,0.0,1
73,8,1.1401,2,3.0,93.0,37.0,87.0,0,0,0,1,1,108.7,38.1,120.0,35.8,0.0,1
73,44,0.6306,2,9.0,93.0,37.0,87.0,0,0,0,1,1,113.0,45.7,120.0,43.7,1.0,1
79,17,0.3618,4,23.0,93.0,40.0,87.0,1,0,0,0,0,112.1,42.6,118.4,42.1,0.0,1
81,19,0.7657,1,17.0,93.0,40.0,87.0,0,0,0,0,0,103.5,54.1,118.4,41.3,0.0,1
83,13,0.8904,1,2.0,93.0,38.0,87.0,0,0,0,0,0,100.5,52.1,118.1,41.3,0.0,1
83,59,1.027237,1,9.0,93.0,70.0,87.0,0,0,0,0,0,107.3,42.9,120.0,38.2,0.0,1
90,34,0.9174,3,17.0,93.0,38.0,62.0,0,0,0,0,0,94.8,43.3,120.0,38.1,0.0,0
92,39,0.1812,6,21.0,93.0,40.0,87.0,0,0,1,0,0,104.7,38.1,110.1,39.0,0.0,1
92,41,0.4322,6,21.0,95.0,40.0,87.0,1,0,0,0,0,107.8,33.4,114.9,38.9,0.0,0
92,54,0.0601,6,17.0,93.0,38.0,87.0,0,0,0,0,0,101.0,51.8,101.9,51.2,0.0,1
3,57,0.1597,1,23.0,91.0,38.0,87.0,1,0,0,0,0,101.4,53.5,103.0,52.5,0.0,1
5,48,0.8056,4,21.0,93.0,40.0,87.0,1,0,0,0,0,114.0,37.2,120.0,41.9,1.0,1
16,49,0.3237,4,13.0,93.0,40.0,87.0,0,0,0,0,0,91.2,58.6,98.4,53.5,0.0,1
18,35,1.543719,3,7.0,91.0,40.0,87.0,0,0,0,0,0,88.8,35.7,120.0,50.0,0.0,0
20,22,1.2509,3,24.0,93.0,40.0,62.0,0,0,0,0,0,100.1,29.6,120.0,43.0,1.0,0
25,31,0.905779,1,21.0,93.0,40.0,87.0,1,0,0,0,0,111.1,41.5,120.0,46.5,0.0,1
28,7,0.1792,3,15.0,93.0,38.0,87.0,0,0,0,0,0,102.9,39.6,104.6,39.3,0.0,1
29,21,0.101428,2,17.0,93.0,38.0,87.0,1,0,0,0,0,107.7,28.5,110.8,30.5,0.0,1
29,22,0.5766,2,17.0,91.0,40.0,87.0,1,0,0,0,1,108.9,34.0,120.0,42.6,0.0,0
36,44,0.9086,1,17.0,93.0,38.0,87.0,0,0,0,0,0,97.5,45.7,120.0,37.5,1.0,1
40,45,0.2057,4,2.0,93.0,40.0,87.0,0,0,0,0,0,104.2,57.0,105.6,55.3,0.0,1
41,43,0.929,3,23.0,93.0,40.0,87.0,1,0,0,0,1,105.4,49.0,120.0,36.3,1.0,1
45,5,0.1201,3,21.0,93.0,40.0,87.0,1,0,0,0,0,102.5,41.7,104.3,41.9,0.0,0
47,14,1.05538,4,17.0,91.0,38.0,87.0,1,0,0,0,0,98.5,36.8,120.0,50.7,0.0,0
48,59,0.6329,1,17.0,93.0,38.0,87.0,1,0,0,0,0,100.7,38.9,115.1,37.6,0.0,1
49,31,0.5367,1,17.0,93.0,38.0,87.0,1,0,0,0,0,100.4,36.4,114.9,37.1,0.0,1
49,34,0.760279,1,13.0,93.0,38.0,87.0,1,0,0,0,0,103.4,45.9,120.0,34.9,0.0,0
50,50,0.737,1,15.0,95.0,40.0,87.0,1,0,0,0,0,108.5,41.0,118.9,38.2,0.0,1
53,41,0.512454,1,13.0,91.0,40.0,87.0,0,0,0,0,1,92.9,56.9,95.1,55.5,0.0,0
55,35,0.2783,1,23.0,93.0,40.0,87.0,1,1,0,0,0,115.4,43.0,120.0,36.5,1.0,1
